abs_rel,sq_rel,rmse,rmse_log,a1,a2,a3,corruption,severity

# afmsmlearner

0.12105776886109215,2.1309442668206677,10.506219884444928,0.1662065133709332,0.8714846592040243,0.9677276345521783,0.9893874453513989,frost,3
0.12175954273224093,2.1815696813693495,10.651549178978492,0.16728019291795318,0.8698693116322419,0.9671763919601092,0.9891209315310815,frost,4
0.11942459406929527,2.084064479842917,10.365313737881378,0.16416468171778045,0.8747562073974,0.96871188149172,0.9895296928887933,frost,5
0.09996063822031886,1.3026234595757484,8.42469801097946,0.13571459423419352,0.8870024365076556,0.9813898669109713,0.9964264180284776,fog,1
0.09996030313687944,1.302621872696735,8.424678867828176,0.13571439819332692,0.8870026741988578,0.9813898669109713,0.9964264180284776,fog,2
0.09996386684017584,1.3026395160772462,8.42481306546829,0.13571750474738772,0.8869984299864326,0.981389620633055,0.9964264120216992,fog,3
0.09996386684017584,1.3026395160772462,8.42481306546829,0.13571750474738772,0.8869984299864326,0.981389620633055,0.9964264120216992,fog,4
0.09996102629280133,1.3026259959406623,8.424733449889182,0.13571485922673546,0.8870024365076556,0.9813898669109713,0.9964264180284776,fog,5
0.15120300469402825,3.4630870812060395,13.160605779793215,0.206003008968114,0.8219210661481102,0.9405231536200697,0.9771642046472266,brightness,1
0.1570093099960885,4.6130497777824395,14.523363177443157,0.21429325381932804,0.8336356858852114,0.9418259054639089,0.972923887572613,brightness,2
0.15224169556409825,4.610494550953057,14.371763599762684,0.2093266914319754,0.845982043005732,0.9473161971610147,0.9749340771180369,brightness,3
0.14679432670482706,4.40564901486526,14.026472180378631,0.20357315400497017,0.8547531954438965,0.9518553600598334,0.9771230296307584,brightness,4
0.14281388148056942,4.230150319595302,13.757232652601875,0.19939891004870677,0.8603628796053039,0.9549162289053521,0.9786641002571999,brightness,5
0.09996109744178946,1.3026262096377823,8.424738692718062,0.13571495859598076,0.8870024365076556,0.9813898669109713,0.9964264180284776,contrast,1
0.09996109744178946,1.3026262096377823,8.424738692718062,0.13571495859598076,0.8870024365076556,0.9813898669109713,0.9964264180284776,contrast,2
0.09996109744178946,1.3026262096377823,8.424738692718062,0.13571495859598076,0.8870024365076556,0.9813898669109713,0.9964264180284776,contrast,3
0.09996109744178946,1.3026262096377823,8.424738692718062,0.13571495859598076,0.8870024365076556,0.9813898669109713,0.9964264180284776,contrast,4
0.09996109744178946,1.3026262096377823,8.424738692718062,0.13571495859598076,0.8870024365076556,0.9813898669109713,0.9964264180284776,contrast,5
0.11345524941579509,1.5965817395577413,9.40171145765405,0.1548051893197257,0.862641909556696,0.9732996428516288,0.9922856871948221,elastic_transform,1
0.11318969091032031,1.5956296375910406,9.390228852386267,0.15452009831604205,0.8633763512707666,0.9731982608715208,0.9921698899450965,elastic_transform,2
0.113414592976714,1.5979998055744085,9.404299330797905,0.15472044206871743,0.8629877512054718,0.9731534948635079,0.9922946267280826,elastic_transform,3
0.11302753762357248,1.5888019620074119,9.378083764316814,0.154405648003716,0.8646952278061085,0.9732171640413602,0.9922315159872952,elastic_transform,4
0.11341497313887043,1.5889945886555903,9.38682720297694,0.1546749984389154,0.8640049268765662,0.9735328906178174,0.9924342624990711,elastic_transform,5
0.11361790283121669,1.5904683581470578,9.393798997744025,0.15506566868259988,0.8625022824593515,0.9736733290085513,0.9931377350511336,pixelate,1
0.11207071480809452,1.5499486978522445,9.306409994833267,0.15378599723094497,0.866813672332002,0.9745622683526065,0.9932877567969809,pixelate,2
0.11633869874444934,1.642667354735294,9.549300271672909,0.15743813701582474,0.8573863075728491,0.9730697145824521,0.9922447267990943,pixelate,3
0.11570032093565769,1.652388221278327,9.592880019691592,0.15790795082540782,0.8568558925066343,0.9726264838031442,0.9917296888771954,pixelate,4
0.11480454068475432,1.6255212447955907,9.53777685096173,0.1574821542684807,0.8590112774061244,0.973247876877308,0.9918505271292141,pixelate,5
0.09996109744178946,1.3026262096377823,8.424738692718062,0.13571495859598076,0.8870024365076556,0.9813898669109713,0.9964264180284776,jpeg_compression,1
0.11788468201815433,1.712781766067832,9.832502193546121,0.16528109397854107,0.854157645257948,0.9687663929358276,0.9905199896900287,jpeg_compression,2
0.11788468201815433,1.712781766067832,9.832502193546121,0.16528109397854107,0.854157645257948,0.9687663929358276,0.9905199896900287,jpeg_compression,3
0.09996109744178946,1.3026262096377823,8.424738692718062,0.13571495859598076,0.8870024365076556,0.9813898669109713,0.9964264180284776,jpeg_compression,4
0.09996109744178946,1.3026262096377823,8.424738692718062,0.13571495859598076,0.8870024365076556,0.9813898669109713,0.9964264180284776,jpeg_compression,5

# monodepth
0.1140033041554657,1.5237585399468885,9.296905217283218,0.1561568522193687,0.8763447457193202,0.9743205779600798,0.9930924760085362,gaussian_noise,1
0.12151200520364862,1.6498709086822294,9.712587032041187,0.1642034693389536,0.8596849736520278,0.9735239505579361,0.9928537116541274,gaussian_noise,2
0.13625121209939464,1.9445008878915582,10.597791738388976,0.18064150521142947,0.819805290099572,0.9696645434711012,0.9922538745252761,gaussian_noise,3
0.1590472519154341,2.500692086297674,12.041040211970058,0.20656571011253363,0.7527632643675866,0.9594748264981815,0.9906892452530371,gaussian_noise,4
0.1983519675186455,3.745642457380485,14.659108060674097,0.2516061609539925,0.6482712684049471,0.9235169953878878,0.9848461062362442,gaussian_noise,5
0.10854766150757318,1.4089173565326283,8.920761363259677,0.14695689718352256,0.8749182195621983,0.9812275253030606,0.9955376858139512,shot_noise,1
0.11038529244124781,1.4480921483062843,9.023988530986323,0.14836673428407599,0.8705499179072417,0.980777004924788,0.9954773013024941,shot_noise,2
0.11223779340526478,1.4939493472449576,9.138748191662147,0.1501523479954517,0.8645134269320002,0.9797701704589556,0.995442490847304,shot_noise,3
0.12098540425530471,1.6662429283810831,9.613003371415251,0.15947472692861098,0.8437848004413152,0.9770965986906219,0.9950966936294154,shot_noise,4
0.13244146519355787,1.9201515810851502,10.292113722344276,0.17237884531679906,0.8118113004174243,0.9727090119854068,0.9942090424609917,shot_noise,5
0.1952860398782576,3.7131753895979394,14.734071510889569,0.25037574946555813,0.6552138996799381,0.9245701777380108,0.9842368476796898,impulse_noise,1
0.2216528246277257,4.690048844758049,16.467294273272618,0.2796966247733838,0.5936844579907293,0.892696018818975,0.9774401505885577,impulse_noise,2
0.24339352253344443,5.637067218657631,17.97939391837146,0.3040130455621574,0.5508900277331715,0.8623859907763354,0.9682093027111613,impulse_noise,3
0.28443074369711796,7.6829702231066195,20.824607672578843,0.3489017877085456,0.4846041960307498,0.8032593439294753,0.9437809595172575,impulse_noise,4
0.3189716034056703,9.688143074187956,23.251414259202683,0.38628771176355503,0.43986064079668413,0.7543825035776561,0.9169567319295634,impulse_noise,5
0.10431171312738893,1.3172639130856403,8.527215747564977,0.1400610602371219,0.8860968752437312,0.9827276022347324,0.9957070676408281,defocus_blur,1
0.10431171312738893,1.3172639130856403,8.527215747564977,0.1400610602371219,0.8860968752437312,0.9827276022347324,0.9957070676408281,defocus_blur,2
0.10431171312738893,1.3172639130856403,8.527215747564977,0.1400610602371219,0.8860968752437312,0.9827276022347324,0.9957070676408281,defocus_blur,3
0.10431959968188713,1.3174194129903931,8.528135777168828,0.14007675632861477,0.8861013589466752,0.9827246912538029,0.9957070676408281,defocus_blur,4
0.1043064149025618,1.3173127444275061,8.527489406443767,0.1400680128153677,0.8860913698296315,0.9827276383527014,0.9957070676408281,defocus_blur,5
0.10431666088082613,1.3174020078797197,8.528333706345187,0.14008070017378474,0.8861094850274789,0.9827265183567194,0.9957070676408281,glass_blur,1
0.10430325927405522,1.3172244562441229,8.526751399905626,0.14005787178076223,0.8860906114324689,0.9827276324246976,0.9957070676408281,glass_blur,2
0.10429909728981297,1.3171520129373524,8.526203022894538,0.14004926517024338,0.8860937568939108,0.9827276324246976,0.9957070676408281,glass_blur,3
0.10430687805891253,1.3172389381309928,8.52680362482469,0.14005761741983372,0.8860909152025691,0.9827276259467471,0.9957070676408281,glass_blur,4
0.10430866944351776,1.3172559235752062,8.527032906909604,0.1400597897170622,0.8860917788630411,0.9827276022347324,0.9957070676408281,glass_blur,5
0.10433732850068062,1.3175706630555775,8.529262891698446,0.14009846005582008,0.8860881808018306,0.9827146916588259,0.9957070262051515,motion_blur,1
0.1043521095736598,1.317960494436229,8.530390393712343,0.140121805652327,0.8860471222183911,0.9827191992048085,0.9957077026200915,motion_blur,2
0.10431171312738893,1.3172639130856403,8.527215747564977,0.1400610602371219,0.8860968752437312,0.9827276022347324,0.9957070676408281,motion_blur,3
0.10431171312738893,1.3172639130856403,8.527215747564977,0.1400610602371219,0.8860968752437312,0.9827276022347324,0.9957070676408281,motion_blur,4
0.10432144397440385,1.317538778431132,8.528421488734208,0.14008487036921585,0.886072261103343,0.9827223875845967,0.9957070676408281,motion_blur,5
0.10430135159413524,1.3169661841732188,8.52664208563616,0.14008565977580859,0.8859598014838158,0.9827151792784999,0.995701532998971,zoom_blur,1
0.10429403922451277,1.3167407159877775,8.526572584240492,0.14006676941014787,0.8860807376924935,0.9827199928914896,0.9957031328169963,zoom_blur,2
0.10429784705940154,1.3168747826950953,8.526402924973821,0.14006358314095954,0.8861077747408361,0.9827286986366237,0.9957070444727619,zoom_blur,3
0.1043160737554683,1.317304332924841,8.527377222930022,0.14007251600172038,0.8860887944719782,0.9827290320579741,0.9957070444727619,zoom_blur,4
0.10431280816666877,1.317362661052583,8.527546989290338,0.14007328195453447,0.8860850685266003,0.9827304243966055,0.9957070628019684,zoom_blur,5
0.18098973331401655,3.4663416396035474,14.055399162583257,0.23258561942516784,0.713033629004983,0.9356339128772949,0.9844908465465669,snow,1
0.19864915332971597,3.87333341345813,14.76962479748873,0.25212057870550725,0.6587297814708561,0.9219848486554347,0.9822988187816871,snow,2
0.24590865867432146,6.231717888110346,18.666276031743376,0.30862866488104507,0.5739591598054221,0.8603946642889836,0.9592397041680855,snow,3
0.2799714399390125,7.9184685441413505,20.908124676200742,0.3452348391882088,0.5123754313330184,0.8144173879940761,0.9409942805675385,snow,4
0.22909133347214458,5.039791074941466,16.946059151699668,0.29578713099125725,0.5844872993761367,0.8774721651194883,0.9669544086441285,snow,5
0.16176367414516893,2.8190891445764827,12.370810711665076,0.21034588168515483,0.7534620710172111,0.9444042493085761,0.986163982563834,frost,1
0.17112356722490107,3.398747416784456,13.19662958437648,0.21882354331535783,0.7470268013841097,0.9312809518597215,0.9811329705649379,frost,2
0.17263675197120587,3.5948415802091955,13.403843099106028,0.22028975207662843,0.7488034944935948,0.9278058044053004,0.9790527554795886,frost,3
0.17848961852396247,3.7621210503058946,13.716192431112383,0.2263645147076536,0.7352889313817538,0.9226017528802212,0.9773637936757328,frost,4
0.1783788605321016,3.7699524395965622,13.728064420218908,0.22563010174950107,0.7351434789145472,0.9231795317628881,0.9786196682043605,frost,5
0.10431171312738893,1.3172639130856403,8.527215747564977,0.1400610602371219,0.8860968752437312,0.9827276022347324,0.9957070676408281,fog,1
0.1043115618102888,1.317261326828204,8.527188241589956,0.1400607832337302,0.8860968752437312,0.9827276022347324,0.9957070676408281,fog,2
0.10431160508044834,1.3172623576315798,8.527199279374955,0.14006089430282098,0.8860969124064264,0.9827276022347324,0.9957070676408281,fog,3
0.10431171312738893,1.3172639130856403,8.527215747564977,0.1400610602371219,0.8860968752437312,0.9827276022347324,0.9957070676408281,fog,4
0.10431147519221864,1.3172617394970678,8.527203540620267,0.14006071493110725,0.8860972118963064,0.9827276022347324,0.9957070676408281,fog,5
0.19212587239278206,4.1887884093837275,14.826004506239224,0.24219303328658837,0.7162224725071654,0.9057004969782344,0.9765813456848765,brightness,1
0.23951098228890969,8.30180019775774,19.90103896170476,0.29281775376162816,0.705948788743371,0.8716426833379531,0.9356308849506666,brightness,2
0.27516823559458586,13.020608616448573,24.00977481038947,0.3264877305732881,0.7125566279387658,0.8632794378176694,0.9180469874242655,brightness,3
0.28804597399871923,15.403547399435633,25.701859918133966,0.33844470806054755,0.7230114107433526,0.8633652695234343,0.914465283709176,brightness,4
0.28764769620179265,16.033572496011338,26.020228057937484,0.33878068044484205,0.7345119855829138,0.867387597637987,0.9153306477542543,brightness,5
0.10431171312738893,1.3172639130856403,8.527215747564977,0.1400610602371219,0.8860968752437312,0.9827276022347324,0.9957070676408281,contrast,1
0.10431171312738893,1.3172639130856403,8.527215747564977,0.1400610602371219,0.8860968752437312,0.9827276022347324,0.9957070676408281,contrast,2
0.10431171312738893,1.3172639130856403,8.527215747564977,0.1400610602371219,0.8860968752437312,0.9827276022347324,0.9957070676408281,contrast,3
0.10431171312738893,1.3172639130856403,8.527215747564977,0.1400610602371219,0.8860968752437312,0.9827276022347324,0.9957070676408281,contrast,4
0.10431171312738893,1.3172639130856403,8.527215747564977,0.1400610602371219,0.8860968752437312,0.9827276022347324,0.9957070676408281,contrast,5
0.10460960150725071,1.3132398688858087,8.5626477537484,0.14173326647068,0.8847525981132393,0.9825155953805569,0.9955834933876668,elastic_transform,1
0.10460214234361198,1.3129351492058452,8.562201773839075,0.14167686709001687,0.8847775354698076,0.9825659080064648,0.9955647787955182,elastic_transform,2
0.10465500519328672,1.314458060374115,8.566390122346133,0.14175710424158838,0.8844979029685113,0.9826163651777214,0.9955939335289101,elastic_transform,3
0.10466058518122306,1.3151005972210594,8.568471549643363,0.1417729020551415,0.8845976376616216,0.9826244710803387,0.9955806173340294,elastic_transform,4
0.10479424771482629,1.3157864436574835,8.574376633725452,0.14191858671578544,0.8844337353063858,0.9825314893282087,0.995586268429682,elastic_transform,5
0.10835700151857036,1.3700344141153533,8.814403752017151,0.14720423036540592,0.8763555153532149,0.9822535475949902,0.9956260718095359,pixelate,1
0.10900097951874435,1.3698893976000606,8.819939961018017,0.14775495929220953,0.8756934139455567,0.9826269241119815,0.9956567452230304,pixelate,2
0.10661294300298454,1.339728539341388,8.710803373431121,0.14558289750071815,0.878738847323694,0.982306920687006,0.9956649030155307,pixelate,3
0.10611333939738693,1.332764302767448,8.651201301174892,0.1446618848360277,0.8767209962650366,0.9823315191182956,0.9956303484963765,pixelate,4
0.10638469806830052,1.3317748480653915,8.65556785155987,0.1453514608525808,0.8753543717206343,0.9826408893926868,0.9956639654067657,pixelate,5
0.10431171312738893,1.3172639130856403,8.527215747564977,0.1400610602371219,0.8860968752437312,0.9827276022347324,0.9957070676408281,jpeg_compression,1
0.09903596561848306,1.318441856677852,8.580569946506278,0.13862605914879192,0.8975705477807169,0.9777571507085053,0.9947061511292983,jpeg_compression,2
0.09903596561848306,1.318441856677852,8.580569946506278,0.13862605914879192,0.8975705477807169,0.9777571507085053,0.9947061511292983,jpeg_compression,3
0.10431171312738893,1.3172639130856403,8.527215747564977,0.1400610602371219,0.8860968752437312,0.9827276022347324,0.9957070676408281,jpeg_compression,4
0.10431171312738893,1.3172639130856403,8.527215747564977,0.1400610602371219,0.8860968752437312,0.9827276022347324,0.9957070676408281,jpeg_compression,5


#MonoVIT
